user_id,sex,plan,age,age_bin,ethnicity,department,nationality,country_of_work
5231,Male,Dependent account,29.0,21-3…,Malay,product,Singapore,Singapore
5232,Male,,48.0,41-50,Chinese,,Singapore, Singapore
5233,uale,Dependent account,0.0,0-10,Chinese,éusiness,Singaporee,Singapore
5234,FEMALE,Dependent account,61.0,60+,Chi'ese,Business,Malaysia,
5235,Female,Dependent®account,34.0,,Indian,HR,Singapore,Singapore
5236,Female,Dependent account ,39.0,31-40,chinese,HR,Singapore,Singapore
5237,Méle,,0.0,,Chinese, HR,SINGAPORE,Singaporu
5238,Male,Main account,21.0,21-30,Chinese,Business,,Singapore
5239,,Main account ,21.0,,chinese,PRODUCT,SINGAPORE,Singapore
5240,Female,Dependent acco—nt,49.0,41-50,Indian,Product,Singa®ore,Singapore
5241,Male,Main account,38.0,31-40,Chinese,Product,Singapore,Singapore
5242,Female,Mai™ account,22.0,,Chinese,HR,Singapüre,China 
5243,Male,Main account,26.0,'1-30, Chinees,Business,Cüina,Singapore
5244,Female,Dependent Account,15.0,11-20,Chinese,Prñduct,Singapore,Singapore
5245,Male,Dependent account,43.0,41-50,Chinese,Product,Singapore,Singapore
5246,Male,Main account,25.0,21-30,Chinese,Product,Singapore,Singapore
5247,Male,Dependent account,,31-40,Others,Product,,H–ng Kong
5248,Female,Dependent account,44.0,41-50,Chinese,Product,Singapore,Singapore
5249,Male,Dependent account,84.0,60+,,Product,Singapore,Singapore
5250,Female,Main account,59.0,51-60,Others,Business,China,Singapore
5251,Male,Dependent account,36.0,31-40,Chinese,business,,
5252,Female,Dependent account,19.0,11-20,Chinese ,HR,Singapore ,Hong Knog
5253,Female,Main account,59.0,51-60,Chinese,Product,Singapore,"S""ngapore"
5254,Male,Dependent account,,11-20,,,Singapore,Hong Kogn
5255,Male,dependent account,12.0,11-20,Chinese,,Singapor,Singpore
5256,Male,Dependent account,18.0,1–-20,MMalay,Product,Singapore,Singapore
5257,Female,Dependent account,24.0,21-30,Chi–ese,Business,Singapore,Singapore
5258,Male,Dependent account,7.0,,Malay,,Mal™ysia,…ignapore
5259,Male,Main account,62.0,60+,,HR, Singapore,Singapore
5260,Female,Dependent account,12.0,11-20 ,Chinese,HR,Singapore,Singapore
5261,,Dependent account,64.0,60+,Chinese,Business ,Singapore,Singapore
5262,Female,Dependent account,21.0,21-30,Others,HR,India,Singapore
5263,Female,,,0-10,Chinese,Product,Singapore,Singapore
5264,Femaled,Main account,38.0,3®-40,Ma…ay,Business,Singapore,Singapore
5265,Female,Main account,26.0,21-30,chinese,HR,ñingapose,Singapore
5266,male,Dependent account,20.0,11-20,Chinese,pRODUCT,Singapore,Singapore
5267,Male,Dependent Account,38.0,31-40,Chinese,Business,Singapore,Singapore
5268,Female ,,23.0,21-30,Chinese,Product,sINGAPORE,Singapore
5269,"Fe""ale",Dependent account,34.0,31-40,Chinese,Business,,Singapore
5270,Female,Main account,,,Chinese," ""R",Singapore,singapore
5271,Femalle,deependent account,14.0,11-20,Others,Business,Singapore,China
5272,Female,Dependent account,71.0,60+,Chinese,Business,Singapore,Singapore
5273,,Main account,38.0,,Chinese,Business,Singap™re,Singapore
5274,Female,Dependent account,70.0,…0+,,Produc™,Singapore,Singapore 
5275,Male,Dependent account,34.0,31-40,Malay,HR,India,Singapore
5276,Male,Dependent account,49.0,41-50,malay,Product,Singapore,Hong Kong
5277,male,mAIN ACCOUNT,46.0,41-50,Other—,,Singapore,Singapore
5278,Female,,,11-20,Chinese,Business,India,Singapore
5279,Male,Dependent account,69.0,60+,Others,Product,Singapore,Singapore
5280,,Dependent account,72.0,,Chinese,HR,Singapore,Singapore
5281,,Dependent Account,36.0,31-40,Chinese,HR,Singapore,Singapore
5282,Male,Dependent account,63.0,60+,,Business,Malaysia,Singapore
5283,Male,DEPENDENT ACCOUNT,34.0,31-40,Indian,H…,Singapore,
5284,male,main account,54.0, 51-60,cHINESE,Business,Singapore,Singapore
5285,FEMALE,Main account,40.0,31-40,Chinese,Product,Singapore,Singapore
5286,FEMALE,Main account,41.0,,,,,China
5287,fEMALE,,29.0,21-30,Chinese,Business,Singapore,Singapore
5288,Male,Main account,47.0,41-50,Chinese,Business,Singapore,Singapore
5289, Male,Dependentaccount,43.0,41-50,Chinese,Business,Malaysia ,sINGAPORE
5290,Male,Dependent account,,51-60,Chinee,,Chna,Singapore
5291,Female,Dependent account,54.0,51-60,Chinese ,Business,Singapore,Singapore
5292,Female,Dependent account,33.0,31-40,Chinese,Product,Singapore,Singapore
5293,Mae,Main account,24.0,21-30,Chinese,HR,Singa®ore,China
5294,Male,Depende—t account,18.0,11-2™,Mlaay,,Singapore,Singapore
5295,Male,Dependent acount,28.0,21-30,Chinese,Buisness,Singapore,
5296,Female,,64.0,60+,others,Product,Sinnéapore,Hong Kong
5297,,mAIN ACCOUNT,47.0,41-50,Chinese,Product, S'ngapore,
5298,Female,Dependent account,24.0,21-™0,Chin'se,Product,Singapore,Singapore
5299,Male,Depende—t account,51.0,51-60,Chnese,,,Singapore
5300,Male,Depeendent account,35.0,31-40,Malay,,Sing–pore,Singapore
5301,Male,Main account,26.0,21-30,Chinesñ,Business,Singapore,
5302,Male,Depend'nt account,,,Chinese ,Product,Singapore,Singapore
5303,Male,Dependent account,,51-60,Indian,Business,India,Singapore
5304,Male,Dependentaccount,39.0,31-40,Chinese,,Singapore,Sin—apore
5305,Male,,60.0,51-60,Chinese,Product,Singapore,Sngapore
5306,Female, Dependent account,54.0,51-60,Chinese,Business,Singapore,Singapore
5307,Female,Dependent account ,19.0,11-20,Malay,Business,China,Si™gapore
5308,"Ma""e",Main account,22.0,21-30,Malay,,Singapore,Singao…e
5309,Male,Main account,21.0,21-30,Chinese,Business,Singapore,Singapore
5310,Fñmale,Dependent account,32.0,ü1-40,,,Singa'ore,Sinfapore
5311,,Main account,59.0,51-60,Chinese,Business, Singapore,Singapore
5312,Female,Dependent account,0.0,0-10,Chinese,Business,China,Singapore
5313,Fema–e,Dependent account,48.0,41-50,Chinese,Product,,Singapore
5314,,dEPENDENT ACCOUNT,27.0,21-30,Malay,Product,india,Singapore
5315,Female,,20.0,11-20,Chine–e,Product,Singapore,Singapore
5316,FEMALE,Dependent account,,60+,Chinese,Product,Singapore,SINGAPORE
5317,Male,Dependent account,31.0,31-40,Others,,Singapore,Singapore
5318,mALE,Dependent account,62.0,60+,Chinese,Business,Singapore,Singapore
5319,Female,Dependent account,15.0,11-20,Malay,bUSINESS,Singapore ,Singapore
5320,Female,Main account,20.0,11-20,Indnan,,Singapore,Singapüre
5321,Male,Dependent account,48.0,41-50, hCinese,,Singapore,Singapore 
5322,Female,,19.0,11-20,Chünese,Business,Singapore,éingapore
5323,Female,Dependent account,33.0,31-40,Chinese,P™oduct,Malaysia,Singapore
5324,Male,Dependent account,30.0,21-30,Malay,,Singapore,
5325,Male,Dependent account,62.0,60+,Chinese,Business,Singapore,China
5326,,Dependent account,,21-30,Chinese,Business,Singapore,sINGAPORE
5327,mALE,Main account,38.0,31-40,,—siness,Singapore,Singapore
5328,Male,,39.0,,maliy,Business,Singapore,Singapore
5329,Mlae,Dependent account,36.0,31-40,Chi®ese,,Singapore,Chin
5330,Male, Main account,42.0,41-50, Chinese,HR,Singapore,Singapore
5331,Male,Dependent account,41.0,41-50,Chinese,HR,,Singapore
5332,Male,Dependent account,19.0,11-20,,Business,Singapore,China
5333,Female,Main account,34.0,31-40,Chinese,Product,Singapore,Singapore
5334,Male,dependent account,49.0, 41-50,Chinese,HR,Singapore,Singapore
5335,Femal™,Dependent account,41.0,14-50,Chinese,Business,Singapor—,Singapore
5336,Male,Dependent account,30.0,21-30,Chinese,Business,Singapore,Singapor–
5337,Female ,Dependent account,39.0,31-40,Indian, Product,,Singapore
5338,Male,Dependent account,23.0,21-30,Chinese,HR,SINGAPORE,Singapore
5339,Male,Main Account,29.0,21-30,Chinese,HR,Singapore,China
5340,Male,Dependent account,,0-10,Chinese,Business,,Singapore
5341,Female,"Dependentt ac""ount",,41-50,Chinese,Businesé,,Singapore
5342,Female,Main account,41.0,41-50,Chinese,Business,Singaüore,Singapore
5343,Feam®e,Dependent account,44.0,41-50,Chinese,Business,Singapore,SINGAPORE
5344,Female,Dependent account,68.0,,Chinese,Hñ,,
5345,,Dependent account,17.0,11-20,Chinese ,Product,Singapore,Singapore
5346,Female,Dependent account,13.0,,Chinese,Product,Singapore ,Singapore
5347,Female,Main aécount,50.0,41-50,Chinese,Busine…s,,Singapore
5348,Male,Dependent account,,41-50,Chinese,Business,,Hong Kong
5349,Female,Main account,35.0,31-40,Chinese,Product,Singapore,SINGAPORE
5350,fEMALE,Dependent account,33.0,31-40,Chinnese,HR,Singapore,Singapore
5351,female,Main account,62.0,60+,Chinese,Produet,Singapore,HONG KONG
5352,Male,Main account,30.0,21-30,Malay,Business,Singapore,Singapore
5353,Female,,49.0,41-50,Indian,hr,Singapor™,Singayore
5354,Male,Dependent account,9.0,,Chinese,HR,Singapore,
5355,Male,MAIN ACCO–NT,38.0,31-40,Chinese,,Indiia,Singapore
5356,,Dependent account,4.0,0-10,Chinese,HR,Singapore,Singapore
5357,Femalee,Dependent account,8.0,0-é0,chinese,Business,Singapore,
5358,Male,Main account,40.0,31-40,Others,Business,Singapore,Singapore
5359,Fem…le,Main account,43.0,41-5', Chinese,Business,Singapore,sINGAPORE
5360,Female,Dependent account,59.0,51-60,Chinese,Product,Singapore,Singapore
5361,Male,Dependent account,44.0,41-50,Others,Product,malaysia,Singapore
5362,Male,®Dependent account,53.0,51-60,Chinese,Business,Singapore,Singapore
5363,Male,Dependent account,,, Malay,Business,,Hong Kong
5364,,Dependent account,21.0,21-30,Indian,,Singapore,Singapore
5365,Female,,48.0,41-50,Chinese,Product,,Singapore
5366,Male,Dependent account,19.0,11-ü0,éhinese,Product,Si—gapore,Singapore
5367,Female,Dependent account,1.0,0-10,Chinese,HR,…ingapore,Singapore
5368,Female,Main a–count,48.0,41-50,Malay,Buusiness,Singapore,
5369,F–male,Main aücount,59.0,51-60,Chines…,Product,Singapore,SINGAPORE
5370,Male,Dep—ndent account,52.0,51-60,Chinese,Product,Singapore,Singapore
5371,Female,Main account,25.0,,Chinese,HR, China,Singapor…
5372,Female,Main account,40.0,31-40,Chine®e,Business,Singapore,Singapore
5373,Female,,,31-40,Chinese,Business,Singapore,Singapore
5374,Male,,35.0,31-40,Malay,Product,Singapore,Singapore
5375,Female,,30.0,21-30,Iñdian,Business,iNDIA,China
5376,lale,,,60+,Ch–nese,Business,Singapore,
5377,Male,Main account,50.0,41-50,Chinese,HR,Singapore,™ingapore
5378,Female,Dependent account,29.0,21-30,Chinese,Product,Singapore,Singapore
5379,,Dependent account,28.0,21-30,Indian,Business,singapore,sINGAPORE
5380,Male,Dependent account,35.0,31-40,,HR,Singapore,Singapore
5381,Malé,Main account ,38.0,31-40,Indian,Product,Singapore,Singapore
5382,Female,,5.0,0-10,Malay,™R,Singapore,sINGAPORE
5383,Male,Dependent account,48.0,41-50, Chinese,Product,Si'gapore,gingapore
5384,,,2.0,0-10,Chinese,Business,Singépore,Singapore
5385,Male,Main account,32.0,,Chinese,Product,Singapore,
5386,Femal',Mai– account,32.0,31-40,Chines…,HR,Singapore,Singapore
5387,Female,dEPENDENT ACCOUNT,18.0,11-20,Chinese,Product,Singapore,Singapore
5388,Female,Dependent account,34.0,311-40,Malay,Product,Singapore,Singapore
5389,Female,Dependent account,54.0,51-60,Chinese,hr,Singapore,Singapore
5390,Male,Main accouwt,52.0,51-60,Chinose,Product, Szngapore,Singapore
5391,Female,Dependent account ,12.0,11-20,Indian,Business,Singapore,Singapore
5392,–emale,Dependent account,44.0,41-50,Chinese,Product,Singapore, Singapore
5393,Mael,Dependent account,46.0,41-50,Chinesü,Product,Chin',Singapore
5394,Male,Depen®ent account,70.0,60+,Ch—nese,,singapore,Singapore
5395,Male,Main account,46.0,41-50 ,Chiüese, HR,Singapore,Singapor…
5396,Male,Dependent account,30.0,21-30,Chinese,,singapor',
5397,Female, Main account,42.0,41-50,Chinese,Business,Singapore,Singapore
5398,Female,d—pendent account,18.0,11-20,Chinese,Busin…ss,Singapore,
5399,Male,Main account,42.0,41-50,Chinese,Business,India,Singapore
5400,Female,Dependent account,,60+,Chinese,Business,India,Singapore
5401,Male,,,21-30,Chinese,Business,India,Singapore
5402,Male,,31.0,31-40,Chineese,HR,Singapore,Singapore
5403,Male,Dependent account,35.0,31-40,malay,Business,Singapore,Singapore
5404,,Depeendent account,59.0,51-60,Chinese,éroduct,,Singapore
5405,Male,Dependent account,,60+,Chinese,Product,Singapore,China
5406,Female,Main account,25.0,21ü30,Chinese,Product,Singapore,Singapore
5407,Female,Dependent account,20.0,11-20,Chinese,hr,Singapore,Singapore
5408,Male,Dependent account,64.0,60+,CHINESE,PRODUCT,Singapore,Singapore
5409,Female,Dependent account,15.0,11-20,Malay,Business,Singapore,Singapore
5410,,Main account,46.0,41-50,Chinese ,product,malaysia,Singapore
5411,Male,Dependent account,59.0,51-60 ,,,Sinngapore,Singapore
5412,mALE,Main account,,21-30,Chinese,Business,Singapore,Singapore
5413, Male,Dependent®account,19.0,11-20,Chinese,,Malaysia,Singapore
5414,,Dependent account,13.0,11-20,Malay,Produc®,Siingapore,Singapore
5415,Male,"""ain account",20.0,11-20,Chinese,Product,sINGAPORE,sINGAPORE
5416,Male,Main account,38.0,31-40,,,Singapore,Singapor®
5417,Female,Dependent acc'unt,61.0,,CHINESE,Business,Singapore,Singapore
5418,Male,Main account,,51-60,Chinese,Product,China,Singapore
5419,male,Main account,49.0,41-50,Chinese,Product,Singapore,Singapore
5420,,Dependent Account,16.0,11-20,CHINESE,Business,Sin®apore,Singapore
5421,Male,Main account,22.0,21-30,,Product,Singapore,Singapore
5422,,Main account,45.0,41-50,,Péoduct,Singapore,Singapore
5423,"Fem""le",Dependent account,,41-50,Chinese,Product,Malaysia,Singapore
5424,Male,Main account,42.0,41-50,Chines…,Product,Singapore,Singapore
5425,Male,main account,37.0,,,,Singgapore,Singapore
5426,,Dependent account,9.0,,MALAY,HR,S…ngapore,Singapore
5427,Male ,Dependent account,13.0,11-20,Chinese,Business,Singapore,ingapore
5428,Female,Dependent account,,11-20,Malay,Product,,Hong Kong
5429,Male,Dependent account,25.0,,Chinese, Product,Singapore,Singapore
5430,Male,Dependent account,37.0,31-40,Chinese,HR,Singapore,Singa—ore
5431,Female,Dependent account,17.0,11-20,Chinese,üR,Singñpore,"Sing""pore"
5432,Male,Main account,19.0,,Chinese, Product,, Sñngapore
5433,Maale,Main account,,,,Business,Singapore,Singapore
5434,Male,Dependent account,42.0,41-550,Malay,Product,Signapore,Singapore
5435,Male,Dependent account,69.0,60+,,,Singapore, Singapore
5436,Male,Dependent account,,,M…lay,Business,Singapore,Singapore
5437, Male,Dependent account,68.0,600+,Chinese,Business,Singapore,Singapore
5438,Female,Dependent account,22.0,21-30,,,Singapore,Hong Kong
5439,Male,,18.0,11-20,chinese,HR,Singapore,Singapore
5440,,Dependent account,36.0,31-40,,HR,India,Hong Kong
5441,F—male,"M""in account",25.0,21-30,Malay,Business,Singapore,Singapore
5442,Mañe,Dependent account,57.0,51-60,Chinese,BUSINESS,Singapore,Singapore
5443,,Dependent account,61.0,60+,Chinese,Product,Iüdia,Siniapore
5444,Male,Main account,,21-30,Chinese,Product,cHINA,Singapore
5445,Male,Mai account,52.0,51-60,Chinese,,Singakore,Singapore
5446,—emale,Main account,37.0,31-40,Chinese,Business,Singapore ,Singapore
5447,,Dependent account,55.0,51-60,Others,Business,Malaysia,Singapore
5448,Female,,52.0,51…60,Chinese,Business,Singalore,SINGAPORE
5449,Female,Main account,39.0,31-40,Indian, Business,Singapore,Singapore
5450,aMle,Dependent account,50.0,,Malay,Businñss,India,Singapore
5451,Male,Dependent account,22.0,21-30,Chinese,Product,,Singapore
5452,Male,Dependent account,40.0,13-40,Chinese,Product,Singapore,
5453,Female,DEPENDENT®ACCOUNT,19.0,11-20,Chinese,PRODUCT,Singapore,Singapore
5454,Male,mAIN ACCOUNT,46.0,41-50,MALAY,HR,Singapore,
5455,Female,Dependent account,72.0,60+,Chinese,Business,,Singapore
5456,Ma–e,Main account,,21-30,Chinese,P™oduct,Singapore,Hong Kong
5457,Female,,36.0,31-40,Chinese,Product,Singapore,Singapore
5458,Female,Dependent account,69.0,60+,Chinese,HR,Singapore,…hina
5459,Male,Dependent account,27.0,21-e0,Chinese,Product,Singapore,China
5460,Male,Main account,46.0, 41-50,Chinese,Business,Singapore,Singpore
5461,,Dependent account,24.0,21-30,Chinese,,Singapore,Singapore
5462,mALE,,25.0,21-30,Chinese,Product,Singapore ,Singapore
5463,Female,Dependent account,6.0,0-10,Chinese,Product,Singapore,Singapore 
5464,Female,üependent account,65.0,60+,Chin–se,HR,,Singapore
5465,,,11.0,11-20,Indian,hr,Singüpore,Singapore
5466,Female,"Main""account",57.0,51-60,Chinese,,Singapore,Singapore
5467,Female,Depen—ent account,11.0,11-20,Chinese,HR,Singapore,China
5468,Male,Dependent account,44.0,41-50,Chinese,Prooduct,Singapore,Singapore
5469,Female,Dependent account,2.0,0-10,Chinesee,,Singapore,Singapore
5470,Male,Dependent account,27.0,21-30,Chinese,Prodüct,™ingapore,
5471,Male,Main cacount,53.0,51-60,C'inese,Business,Singapore,Singapore
5472,Female,Dependent Account,53.0,51-60,Indian,Business,Sin—apore,Singapore 
5473,Female,Dependent account,6.0,0-10,Cñinese, Business,Singapore,Singapore
5474,Male,Main account,53.0,51-60,Chinese,HR,Singapore,Singapoore
5475,Male,Dependent account,55.0,51-60,Chinese,Business,Singapore,S…ngapore
5476,Male,Main account,50.0,41-5®,Chinese,Business,Singapore,Singapore
5477,Male,Dependent account,55.0,51-60,Chinese, Product,Singapore, Singapore
5478,Female,Main account,49.0,41-50,Chinese,Product,, Singapore
5479,fEMAzE,"Dependent""account",45.0,41-50,Chineñe,,Singapore, Sinngapore
5480,®emale,Dependent account,5.0,0-10,Chine…e,Business,Singapore,sINGAPORE
5481,Female,Dependent account,71.0,60+,Céinese,HR,Singapore,Singapore
5482,Female,Dependnet account,4.0,0-10,Malay,Produüt, Singapore,Singapore
5483,male,,57.0,51-60,Chinese,HR,China,
5484,Male,"Depe""dent account",57.0,51-60,,Product,China,Singapore
5485,Male,Dependent acccount,,0-10,Chinese,Business,Singapore,Singapore
5486,FEMALE,Dependent account,17.0,11-20,Malay,Product,Singapore,Singapore
5487,Male,Dependent account,22.0,21-30,Inidan,HR,Singapore,Singapore
5488, Fema—e,Dependent account,42.0,41-50,Mlay,Business,,Singapore
5489,Female,Main account,43.0,,Malay, Business,,Singapore
5490,Female,Mainaccount,,41-50,Chinese,Business,Singapore,SINGAPORé
5491,Female,Main account,49.0,41-50,"cHIN""SE",,China,iSngapore
5492,,Dependent account,15.0,11'20,Chinese,,Singapore,Singaporñ
5493,Female,Main account,28.0,21-30,Chinese,HR,Singapore,Singapore
5494,™ale,,31.0,31-40,Chinese,Product,Singapore,Singapore
5495,Feamle,Dependent account,37.0,31-0,Chinese,HR,Singapore,Singapore
5496,Male,Dependent account,23.0,21-30,Chinese,Business ,,Singapore
5497,Female,Main account,26.0,21-30,Ma–ay,Product,,Singapore
5498,Male,Dependent account,49.0,41-50,Malay,Product,Singapore,singapore
5499,Female,Dependent account,43.0,41-50,Chinese,hr,Singapore,Singapore
5500,Female,Dependent account,43.0,,Others,HR,China,S'ngapore
5501,fEMALE,Main account,24.0,,Chinese, Business,,Singapore
5502,Female,Dependent account,1.0,0-10,Chinese,Product,Malaysia,Singapore
5503,,Dependent account ,28.0,21-30,Chinese,HR,Singapore,Singapore
5504,Male,Dependent account,4.0,0-10,Chinese,Pñoduct,,Hong Kong
5505,Female,Dependent account,28.0,21-30,Malay,Product,Singapore,
5506,Male, Dependent account,59.0,51-60,Indian,Product,Singapore,Singapore
5507,Female,Deppendentaccount,1.0,0-10,Chinese,Business,Malaysia,SINGAPORE
5508,,De®endent account,64.0,60+, Chinese,, Singapore,Singapore
5509,Female,Dependet account,71.0,60+,Ma'ay,Product,Singapore,Singapore
5510,Female,DEPENDENT ACCOUNT,46.0,,Chinese,Product,Singapore,Singapore
5511,emale,Main account,43.0,41-50,Malay, Business,Singapore,singapore
5512,,Main account,,ñ1-30,Indian,Bus—ness,Singapore,—ingapore
5513,female,Dependent account,31.0,31-40,Chinese,Produc',Singapore,Singapore
5514,Female,Main account,49.0,41-50,Indian,HR,Sing®pore,Singapore
5515,,D—pendent account,55.0,,Chinese,Business,Singapore,Singapore
5516,Male,Dependent account,68.0,60+,Chinese,HR,Singapore,Singapore
5517,Male,Dependent account,37.0,3ü-40,CHINESE,HR,Singapore,Singapore
5518,female,,56.0,51-60,Chinese,H®,Singapore,Singapore
5519,Female,Main account,52.0,51-60,Chinese,HR,Singapore,
5520,Male,Main account,38.0,31-40,chinese,Business,Singapore,Singapore
5521, Mñle,Ma™n account,46.0,41-—0,Chines,"Pr""duct",Malaysia,Singapore
5522,Female,Main account,56.0,51-60,Malay,Product,Singapore,Singapore
5523,Male,Dependent account,62.0,60+,Malay, Business,Singapore,Singapore 
5524,Female,Dependent account ,,31-40,Chinese,Product—,Singapore,Singapore
5525,Male,Main account,36.0,31-40,Malay,H',Malaysia,Singapore
5526,Female,Dependent account,40.0,31-40,Malay,Product,Singapore,Singapore
5527,Male,Main account,44.0,41-50,Chinese,HR,Singapore,SINGAPORE
5528,Male,Main account,61.0,600+,,Business,,Singapore
5529,Male,Dependent account,69.0,60+,Indian,HR,,Singapore
5530,,–ain account,56.0,51-60,chinese,,Singapore,Singapore
5531,M'le,Dependent account,,60—,INDIAN,Product,Singapore,Singaéore
5532, Female,,37.0,31-40,Others,Product ,Singapore,
5533,Male,Dependent account,3.0,0-10,Chinese,Business,Singapore,ñingapore
5534,Female, Dependent account,,21-30,Chineñe,HR,,
5535,Female,Main account,55.0,51-60,Chinese,HR,China,Singapore
5536,Ma™e,Main account,26.0,,Chinese,Product,Singapore, Singapore
5537,Female,Dependent account,75.0,,,,Singapore,Singapore
5538,Male,Dependent account,73.0,60+,Chinese,Product,Singapore,Singapore
5539,Male,Main account,38.0,31-4™,Chinese,PROñUCT,India,Singapore
5540,,Dependent account,39.0,31é40,Indian,Business,Singapore,China
5541,Male,Dependent account,10.0,'0-10,Malay,Product,dingapore,Singapore
5542,Male,Dependent account,46.0,41-…0,Chinese,PRODUCT,Singapore,Singapore
5543,Female,Main account,30.0,21-30,,Business,sINGAPORE,Singapore
5544,Female,,28.0,21-30,Chinese,Business,Singapore,Singapore
5545,Female,Dependent account,32.0,31-40 ,,,Singapore,Singapore
5546,M®le,Main account,62.0,6…+,Chinese,Buñiness,sINGAPORE,Singapore
5547,,,42.0,41-50,Indian,Business,Singapore,Singapore
5548,Female,Main account,21.0,21-30,Chinees,Product,Singapoée,Singapore 
5549,fEMALE,Dependent account,6.0,0-10,Chinese,Business,Singapore,
5550,Male,,36.0,31-40,Chinese,,,Singapore
5551,Male,Dependent account,30.0,21-30,Chinese,Business,china,Singapore
5552,éale,Dependent aaccount,49.0,41-50,Chinese,Business,Singapore,Singapore
5553,Male,Depe–dent account,27.0,2130,Malay,Business, Singapore,Singapore
5554,Male,,22.0,21-30,Chinese,Business, Singapore,Singapore
5555,Female,,42.0,41-50,Chinese,pRODUCT,Singapore,Singapore
5556,Male,,46.0,41-50,Chinese,Product,Singapore,Singapore
5557,Male,Dependent account,56.0,51-60,Chinese,,sINGAPORE,
5558,Male,Main accüunt,33.0,31-40,Cñinese,Business,I…dia,
5559,Male,Main Account,49.0,41-50,Chinese,Product,,Sing–pore
5560,,Dependent account,9.0,0-10,Chinese,HR,Malaysia,Singapore
5561,Male,Main account,37.0,31'40,cHINESE,HR,Singapore,Singapore
5562,Female,Dependent account,31.0,311-40,Chines,Business,sINGAPORE,Singapore
5563,Male,,21.0,21-30,Indian,Product,Singapore,Singapore
5564,Female,Dependent accoount,42.0,41-50,Chinese,Business,Singapore,
5565,Female,Main account,23.0,21-30,'hinese,Product,Singapore,Singapore
5566,Male,Dependent account,32.0,31-40,,Business,Singapore,Singapore
5567,Femle,Dependent account,71.0,60+,Indian,Product,iNDIA,Singapore
5568,Male,,51.0,51-60,Chinese,Business,Singapore,Sin–apore
5569,,Dependent account,44.0,—1-50,Malay,Product,Singapore,Singapore
5570,Female,Main account,23.0,21-30,Chinese,éR,Singapore,Singapore
5571,Male,Dependent account,5.0,0-10,,Business,China ,Singapore
5572,Male,Dependent account,35.0,3u-40,Others,HR,,Singapore
5573,Male,Dependent account,7.0,0-10,Chinese,,Singapore,Singap–re
5574,,,53.0,51-60,Indian,®R,Singapore,Singapore
5575,,Dependent account,36.0,31-40,Chinese,Product,Singapore,Singapore
5576,Male,Dependent…account,76.0,60+,Chinese,Business,,
5577,,Dependent account,68.0,60+,Malay,HR,Singapore,Singapore
5578,Female,Dependent accoun',7.0,0-10,Chinese,Business,Singapore,China
5579,éemale,Mainaccount,20.0,11-20,Chinese,Business,Singapore, Singapore
5580,Female,Dependent account,51.0,51-60,hinese,Business,India, Singapore
5581,Mael,Dependent ®ccount,,31-40,Malay,Business,Singapore,Singapore
5582,cale,Main account,40.0,31-40,Chinese,Bñsiness,Mal—ysia,Singapore
5583,,dEPENDENT ACCOUNT,55.0,,Indian, HR,,Singapoe
5584,üale,Dependent account,42.0,41-50,Chines',Business, Singapore,Singapoée
5585,Female,aMin account,46.0,41-50,,Product,china,Singapore
5586,MALE,,17.0,11-20,Malay,PRODUCT,Singapore ,Hong Kong
5587,Male,Dependent account,57.0,51-60,Malay,hr,Singapore,singapore
5588,Male,Main account,43.0,41-50,Indian,HR,Malaysia,Singapore
5589,Fem—le,Main account,22.0,ñ1-30,Chinese,Product,Singapore,Singapore
5590,Male, Dependent account,23.0,21-30,Chinese,Product,Singapore,Singapore
5591,,Main account,49.0,41-50,Malañ,Product,Singapore,Singapore
5592,Fxmale,Main account,28.0,21-30,Others,Product,"Singapo""e",
5593,Male,Main account,24.0,21-30,,,Singapore,
5594,Female ,D–pendent account,24.0,21-30,Indian ,Business, Singapore,Singapore
5595,Female,Mainaccount,58.0,51-60,Chinese,HR,Malaysia,Singapore
5596,–emale,Dependent account,21.0,21-30,Chinse,Business,India ,Singapore
5597,Male,Dependent accou™t,29.0,21-3,Chinsee,Product,Singapore,Singapore
5598,Male,Main account,38.0,31-40,iNDIAN,HR,Singapore,Singapore
5599,Male,,30.0,21-30,Chinese,Business,sINGAPORE,Singapore
5600,Male,Dependent accou®t,1.0,0-10, Malay,,Singapore,
5601,Female,main account,34.0,,Chinese,Product,Singapore,singapore
5602,®ale,Dependentaccount,0.0,0-10,Malay,,Singapore,Singapore
5603,Male,Dependent account,62.0,60–,Indian,HR,Singapore,cHINA
5604,Male,Main account,31.0,31-40,,HR,Singapore,Singapore
5605,Male,Main account,21.0,21-30,Chinese,Product,Singapore,
5606,Female,Main account,39.0,31-40,Ccinese,Product,Singapore,Singapore
5607,Female,Dependent account,44.0,41-50,Chinese,Product,,CHINA
5608,Male,Main account,31.0,31-40,Chinese,HR,Singapore,"Chi""a "
5609,F…male,Dependent account,,21-30,Chinese,Business,Singapore,Singapore
5610,MALE,Dependent account,31.0,31-40,Chinese,Product,Singapore,China
5611,Female,MAIN ACCOUNT,27.0,21-30,Chinese,hr,Sing™pore,Singapore
5612,Male,Dependent account,16.0,11-20,chinese,Product, Singapore,Singapore
5613,Female,Main account,27.0,21-30, Malay,HR,Singapore,Singapore
5614,Male,Dependent account,14.0,11-20,chinese,Product,Singapore,Singapore 
5615,Female ,Dependent account,18.0,,,HR,Singapore,Sinéapore
5616,Female,Dependent accoutn,1.0,,Chinesñ,Product,Singapore,Singapore
5617,Female,main account,36.0,31-40,Chinese,business,,Singapore
